,model,km_driven,seller_type,transmission,owner,engine,max_power,torque,seats,LPG,CNG,Petrol,Diesel
178,2010 Maruti Ritz VDi,120000,Individual,Manual,First Owner,1248 CC,73.9 bhp,113Nm@ 4500rpm,5.0,False,False,False,True
179,2015 Hyundai Grand i10 Magna,70000,Individual,Manual,First Owner,1197 CC,82 bhp,114Nm@ 4000rpm,5.0,False,False,True,False
180,2019 Volkswagen Ameo 1.0 MPI Trendline,13000,Individual,Manual,1,999 CC,75 bhp,95Nm@ 3000-4300rpm,5.0,False,False,True,False
181,2014 Hyundai Grand i10 Sportz,60000,Individual,Manual,Second Owner,1197 CC,82 bhp,114Nm@ 4000rpm,5.0,False,False,True,False
182,2014 Maruti Swift Dzire VXI,35000,Individual,Manual,First Owner,1197 CC,85.8 bhp,114Nm@ 4000rpm,5.0,False,False,True,False
183,2016 Hyundai Xcent 1.2 Kappa S,44000,Individual,Manual,Second Owner,1197 CC,82 bhp,114Nm@ 4000rpm,5.0,False,False,True,False
184,2005 Honda City 1.5 EXI,120000,Individual,Manual,Second Owner,1493 CC,100 bhp,13.1kgm@ 4600rpm,5.0,False,False,True,False
185,2010 Toyota Corolla Altis Diesel D4DG,60000,Individual,Manual,1,1364 CC,87.2 bhp,205Nm@ 1800-2800rpm,5.0,False,False,False,True
186,2000 Daewoo Matiz SD,60000,Individual,Manual,First Owner,796 CC,53 bhp,71Nm@ 3500rpm,5.0,False,False,True,False
187,2014 Toyota Fortuner 4x2 Manual,30000,Individual,Manual,Second Owner,2982 CC,168.5 bhp,343Nm@ 1400-3400rpm,7.0,False,False,False,True
188,2016 Mahindra KUV 100 mFALCON G80 K8,15000,Individual,Manual,Second Owner,1198 CC,82 bhp,115Nm@ 3500-3600rpm,6.0,False,False,True,False
189,2017 Tata Zest Quadrajet 1.3 75PS XM,90000,Individual,Manual,First Owner,1248 CC,74 bhp,190Nm@ 1750-3000rpm,5.0,False,False,False,True
190,2009 Honda City 1.5 S MT,47000,Individual,Manual,2,1497 CC,118 bhp,146Nm at 4800 rpm,5.0,False,False,True,False
191,2005 Maruti Zen LXI,90000,Individual,Manual,First Owner,993 CC,60 bhp,78Nm@ 4500rpm,5.0,False,False,True,False
192,2010 Maruti Wagon R VXI BS IV with ABS,120600,Individual,Manual,Second Owner,998 CC,67.1 bhp,90Nm@ 3500rpm,5.0,False,False,True,False
193,2010 Hyundai Verna Transform SX VTVT,100000,Individual,Manual,Third Owner,1599 CC,103.2 bhp,14.9 KGM at 3000 RPM,5.0,False,False,True,False
194,2016 Maruti Swift Dzire VXI,60000,Individual,Manual,Second Owner,1197 CC,83.14 bhp,115Nm@ 4000rpm,5.0,False,False,True,False
195,2005 Hyundai Getz GLS,86000,Individual,Manual,1,1341 CC,83 bhp,115Nm@ 3200rpm,5.0,False,False,True,False
196,2020 Hyundai Elite i20 Sportz Plus BSIV,5000,Individual,Manual,First Owner,1197 CC,81.86 bhp,117nm@ 4000rpm,5.0,False,False,True,False
197,2017 Maruti Ciaz 1.3 Alpha,37000,Individual,Manual,First Owner,1248 CC,88.5 bhp,200Nm@ 1750rpm,5.0,False,False,False,True
198,2019 Tata Tigor 1.2 Revotron XZ,14000,Individual,Manual,First Owner,1199 CC,84 bhp,114Nm@ 3500rpm,5.0,False,False,True,False
199,2015 Maruti Ertiga VDI,70000,Individual,Manual,First Owner,1248 CC,88.76 bhp,200Nm@ 1750rpm,7.0,False,False,False,True
200,2012 Toyota Etios GD,120000,Individual,Manual,1,,,,,False,False,False,True
201,2015 Honda City i VTEC S,50000,Individual,Manual,First Owner,1497 CC,117.3 bhp,145Nm@ 4600rpm,5.0,False,False,True,False
202,2014 Honda Brio S MT,60000,Individual,Manual,Second Owner,1198 CC,86.8 bhp,109Nm@ 4500rpm,5.0,False,False,True,False
203,2016 Maruti Wagon R LXI CNG,50000,Individual,Manual,First Owner,998 CC,58.16 bhp,77Nm@ 3500rpm,5.0,False,True,False,False
204,2017 Maruti Swift Dzire VXI,50000,Individual,Manual,First Owner,1197 CC,83.14 bhp,115Nm@ 4000rpm,5.0,False,False,True,False
205,2013 Hyundai i20 Sportz 1.2,70000,Individual,Manual,1,1197 CC,82.85 bhp,113.7Nm@ 4000rpm,5.0,False,False,True,False
206,2003 Maruti Omni E 8 Str STD,90000,Individual,Manual,Second Owner,,,,,False,False,True,False
207,2018 Maruti Wagon R AMT VXI,35000,Individual,Automatic,First Owner,998 CC,67 bhp,90Nm@ 3500rpm,5.0,False,False,True,False
208,2017 Maruti Swift Dzire VXI 1.2,20000,Individual,Manual,First Owner,1197 CC,81.80 bhp,113Nm@ 4200rpm,5.0,False,False,True,False
209,2018 Maruti Alto 800 LXI,20000,Individual,Manual,First Owner,796 CC,47.3 bhp,69Nm@ 3500rpm,5.0,False,False,True,False
210,2018 Maruti Swift Dzire AMT VXI BS IV,7800,Individual,Automatic,1,1197 CC,81.80 bhp,113Nm@ 4200rpm,5.0,False,False,True,False
211,2017 Maruti Swift VXI Optional,20000,Individual,Manual,First Owner,1197 CC,81.80 bhp,113Nm@ 4200rpm,5.0,False,False,True,False
212,2019 Tata Hexa XE,15000,Individual,Manual,First Owner,2179 CC,147.94 bhp,320Nm@ 1500-3000rpm,7.0,False,False,False,True
213,2013 Hyundai i20 Magna,31377,Individual,Manual,Second Owner,1197 CC,82.85 bhp,113.7Nm@ 4000rpm,5.0,False,False,True,False
214,2018 Maruti Swift Dzire VDI,50000,Individual,Manual,First Owner,1248 CC,74.02 bhp,190Nm@ 2000rpm,5.0,False,False,False,True
215,2015 Maruti Wagon R VXI BS IV,60000,Individual,Manual,1,998 CC,67.04 bhp,90Nm@ 3500rpm,5.0,False,False,True,False
216,2012 Toyota Corolla Altis 1.8 VL AT,100000,Individual,Automatic,First Owner,1794 CC,138.1 bhp,173Nm@ 4000rpm,5.0,False,False,True,False
217,2012 Honda Brio S MT,60000,Individual,Manual,First Owner,1198 CC,86.8 bhp,109Nm@ 4500rpm,5.0,False,False,True,False
218,2018 Maruti Baleno Alpha Automatic,5000,Individual,Automatic,First Owner,1197 CC,83.1 bhp,115Nm@ 4000rpm,5.0,False,False,True,False
219,2017 Tata Safari Storme EX,60000,Individual,Manual,First Owner,2179 CC,147.94 bhp,320Nm@ 1500-3000rpm,7.0,False,False,False,True
220,2011 Maruti Alto LXi,25000,Individual,Manual,2,796 CC,46.3 bhp,62Nm@ 3000rpm,5.0,False,False,True,False
221,2018 Renault KWID RXT,30000,Individual,Manual,First Owner,799 CC,53.3 bhp,72Nm@ 4386rpm,5.0,False,False,True,False
222,2017 Datsun GO T BSIV,80000,Individual,Manual,Second Owner,1198 CC,67 bhp,104Nm@ 4000rpm,5.0,False,False,True,False
223,2017 Maruti Vitara Brezza VDi Option,75000,Individual,Manual,First Owner,1248 CC,88.5 bhp,200Nm@ 1750rpm,5.0,False,False,False,True
224,2020 Hyundai Xcent 1.2 VTVT SX,32000,Individual,Manual,First Owner,1197 CC,81.86 bhp,113.75nm@ 4000rpm,5.0,False,False,True,False
225,2015 Maruti Alto 800 LXI,40000,Individual,Manual,1,796 CC,47.3 bhp,69Nm@ 3500rpm,5.0,False,False,True,False
226,2012 Hyundai i20 1.2 Sportz,93000,Individual,Manual,Second Owner,1197 CC,80 bhp,"11.4 kgm at 4,000 rpm",5.0,False,False,True,False
227,2018 Tata Zest Revotron 1.2 XT,60000,Individual,Manual,First Owner,1193 CC,88.7 bhp,140Nm@ 1500-4000rpm,5.0,False,False,True,False
228,2008 Maruti Swift 1.3 VXi,120000,Individual,Manual,Second Owner,,,,,False,False,True,False
229,2014 Nissan Sunny XL,37000,Individual,Manual,First Owner,1498 CC,97.7 bhp,134Nm@ 4000rpm,5.0,False,False,True,False
230,2018 Ford EcoSport 1.5 Petrol Titanium Plus BSIV,15000,Individual,Manual,1,1497 CC,121.36 bhp,150Nm@ 4500rpm,5.0,False,False,True,False
231,2015 Nissan Micra Active XV S,80000,Individual,Manual,First Owner,1198 CC,67.04 bhp,104Nm@ 4000rpm,5.0,False,False,True,False
232,2016 Maruti Wagon R LXI Optional,140000,Individual,Manual,First Owner,998 CC,67.04 bhp,90Nm@ 3500rpm,5.0,False,False,True,False
233,2013 Mahindra Ssangyong Rexton RX5,70000,Individual,Manual,First Owner,2696 CC,162 bhp,340Nm@ 1800-3250rpm,7.0,False,False,False,True
234,2013 Mahindra Quanto C8,120000,Individual,Manual,Second Owner,1493 CC,100 bhp,240Nm@ 1600-2800rpm,7.0,False,False,False,True
235,2010 Maruti Ritz LDi,110000,Individual,Manual,2,1248 CC,73.9 bhp,190Nm@ 2000rpm,5.0,False,False,False,True
236,2017 Hyundai Creta 1.6 CRDi SX Plus Dual Tone,37000,Individual,Manual,First Owner,1582 CC,126.2 bhp,259.9Nm@ 1900-2750rpm,5.0,False,False,False,True
237,2016 Renault KWID RXT,44000,Individual,Manual,First Owner,799 CC,53.3 bhp,72Nm@ 4386rpm,5.0,False,False,True,False
238,2015 Maruti Ertiga VDI,80000,Individual,Manual,First Owner,1248 CC,88.76 bhp,200Nm@ 1750rpm,7.0,False,False,False,True
239,2015 Mahindra XUV500 W4,125000,Individual,Manual,First Owner,2179 CC,140 bhp,330Nm@ 1600-2800rpm,7.0,False,False,False,True
240,2017 Maruti Eeco 5 Seater AC BSIV,13500,Individual,Manual,1,1196 CC,73 bhp,101Nm@ 3000rpm,5.0,False,False,True,False
241,2011 Hyundai Santro Xing GLS,75000,Individual,Manual,First Owner,1086 CC,62.1 bhp,96.1Nm@ 3000rpm,5.0,False,False,True,False
242,2007 Hyundai Accent GLE,120000,Individual,Manual,Second Owner,1495 CC,94 bhp,"12.5@ 3,500(kgm@ rpm)",5.0,False,False,True,False
243,2012 Mahindra XUV500 W8 2WD,120000,Individual,Manual,First Owner,2179 CC,140 bhp,330Nm@ 1600-2800rpm,7.0,False,False,False,True
244,2013 Toyota Innova 2.5 EV (Diesel) PS 7 Seater BS IV,70000,Individual,Manual,First Owner,2494 CC,100.57 bhp,200Nm@ 1400-3400rpm,7.0,False,False,False,True
245,2013 Maruti Swift Dzire VDI,70000,Individual,Manual,1,1248 CC,74 bhp,190Nm@ 2000rpm,5.0,False,False,False,True
246,2019 Honda Amaze S CVT Petrol BSIV,15000,Individual,Automatic,First Owner,1199 CC,88.76 bhp,110Nm@ 4800rpm,5.0,False,False,True,False
247,2009 Hyundai i10 Sportz 1.2,53000,Individual,Manual,Second Owner,1197 CC,78.9 bhp,111.8Nm@ 4000rpm,5.0,False,False,True,False
248,2014 Maruti Swift Dzire VDI,120000,Individual,Manual,Second Owner,1248 CC,74 bhp,190Nm@ 2000rpm,5.0,False,False,False,True
249,2016 Maruti Ertiga SHVS ZDI Plus,70000,Individual,Manual,First Owner,1248 CC,88.5 bhp,200Nm@ 1750rpm,7.0,False,False,False,True
250,2008 Hyundai Getz 1.3 GVS,120000,Individual,Manual,2,1341 CC,82.9 bhp,"11.8@ 3,200(kgm@ rpm)",5.0,False,False,True,False
251,2012 Hyundai i20 1.2 Magna,100000,Individual,Manual,Second Owner,1197 CC,80 bhp,"11.4 kgm at 4,000 rpm",5.0,False,False,True,False
252,2005 Tata Indica DLS,110000,Individual,Manual,Second Owner,,,,,False,False,False,True
253,2015 Maruti Swift LXI Optional-O,100000,Individual,Manual,First Owner,1197 CC,83.11 bhp,113Nm@ 4200rpm,5.0,False,False,True,False
254,2013 Tata Indica Vista TDI LS,162500,Individual,Manual,First Owner,1405 CC,70 bhp,135.4Nm@ 2500rpm,5.0,False,False,False,True
255,2017 Hyundai i20 2015-2017 Asta 1.4 CRDi,39000,Individual,Manual,1,1396 CC,88.73 bhp,219.7Nm@ 1500-2750rpm,5.0,False,False,False,True
256,2017 Maruti Ignis 1.3 Alpha,75000,Individual,Manual,First Owner,1248 CC,74 bhp,190Nm@ 2000rpm,5.0,False,False,False,True
257,2017 Tata Hexa XTA,50000,Individual,Automatic,First Owner,2179 CC,153.86 bhp,400Nm@ 1750-2500rpm,7.0,False,False,False,True
258,2019 Mahindra Marazzo M6 8Str,40000,Individual,Manual,First Owner,1497 CC,121 bhp,300Nm@ 1750-2500rpm,8.0,False,False,False,True
259,2013 Hyundai Verna 1.6 CRDI,92500,Individual,Manual,First Owner,1582 CC,126.3 bhp,259.9Nm@ 1900-2750rpm,5.0,False,False,False,True
260,2012 Maruti Swift Dzire VDI,158000,Individual,Manual,1,1248 CC,74 bhp,190Nm@ 2000rpm,5.0,False,False,False,True
261,2012 Maruti Swift Dzire LDi,120000,Individual,Manual,First Owner,1248 CC,73.9 bhp,190Nm@ 2000rpm,5.0,False,False,False,True
262,2015 Honda City i DTEC V,50000,Individual,Manual,Second Owner,1498 CC,98.6 bhp,200Nm@ 1750rpm,5.0,False,False,False,True
263,2012 Maruti Swift Dzire ZDi,110000,Individual,Manual,First Owner,1248 CC,73.9 bhp,190Nm@ 2000rpm,5.0,False,False,False,True
264,2017 Hyundai Xcent 1.2 CRDi E,2000,Individual,Manual,Second Owner,1186 CC,73.97 bhp,190.25nm@ 1750-2250rpm,5.0,False,False,False,True
265,2011 Toyota Fortuner 3.0 Diesel,181000,Individual,Manual,2,2982 CC,171 bhp,343Nm@ 1400-3400rpm,7.0,False,False,False,True
266,2016 Tata Tiago 1.05 Revotorq XZ,70000,Individual,Manual,First Owner,1047 CC,69 bhp,140Nm@ 1800-3000rpm,5.0,False,False,False,True
267,2013 Nissan Sunny XL AT Special Edition,90000,Individual,Automatic,Second Owner,1498 CC,99.6 bhp,134Nm@ 4000rpm,5.0,False,False,True,False
268,2019 Hyundai Elite i20 Magna Plus BSIV,2000,Individual,Manual,First Owner,1197 CC,81.86 bhp,117nm@ 4000rpm,5.0,False,False,True,False
269,2015 Maruti Swift Dzire VXI,20000,Individual,Manual,First Owner,1197 CC,83.14 bhp,115Nm@ 4000rpm,5.0,False,False,True,False
270,2011 Toyota Innova 2.5 GX 7 STR,120000,Individual,Manual,1,2494 CC,102 bhp,20.4@ 1400-3400(kgm@ rpm),7.0,False,False,False,True
271,2017 Mahindra Thar CRDe,35000,Individual,Manual,First Owner,2498 CC,105 bhp,247Nm@ 1800-2000rpm,6.0,False,False,False,True
272,2012 Maruti Swift Dzire ZDi,193000,Individual,Manual,First Owner,1248 CC,73.9 bhp,190Nm@ 2000rpm,5.0,False,False,False,True
273,2014 Maruti Swift 1.2 DLX (Only Delhi),80000,Individual,Manual,First Owner,1197 CC,81.80 bhp,113Nm@ 4200rpm,5.0,False,False,True,False
274,2019 Datsun GO D Petrol,40000,Individual,Manual,First Owner,1198 CC,67.05 bhp,104Nm@ 4000rpm,5.0,False,False,True,False
275,2015 Hyundai i20 Asta 1.4 CRDi,70000,Individual,Manual,4+,1396 CC,88.73 bhp,219.7Nm@ 1500-2750rpm,5.0,False,False,False,True
276,2011 Mahindra Scorpio LX,122358,Individual,Manual,First Owner,2179 CC,120 bhp,290Nm@ 1800-2800rpm,9.0,False,False,False,True
277,2015 Tata Sumo Gold EX BSIII,75000,Individual,Manual,First Owner,2956 CC,69.01 bhp,223Nm@ 1600-2200rpm,7.0,False,False,False,True
278,2017 Tata Tiago Wizz 1.05 Revotorq,120000,Individual,Manual,First Owner,1047 CC,69 bhp,140Nm@ 1800-3000rpm,5.0,False,False,False,True
279,2015 Tata Zest Revotron 1.2 XT,40000,Individual,Manual,First Owner,1193 CC,88.7 bhp,140Nm@ 1500-4000rpm,5.0,False,False,True,False
280,2008 Hyundai Accent GLE,95200,Individual,Manual,3,1495 CC,94 bhp,"12.5@ 3,500(kgm@ rpm)",5.0,False,False,True,False
281,2014 Honda Brio Exclusive Edition,33033,Dealer,Manual,First Owner,1198 CC,86.8 bhp,109Nm@ 4500rpm,5.0,False,False,True,False
282,2015 Hyundai Grand i10 AT Asta,63063,Dealer,Automatic,First Owner,1197 CC,82 bhp,114Nm@ 4000rpm,5.0,False,False,True,False
283,2012 Tata Manza Club Class Quadrajet90 LX,60000,Individual,Manual,First Owner,1248 CC,88.76 bhp,200Nm@ 1750-3000rpm,5.0,False,False,False,True
284,2005 Maruti Alto LX,45000,Individual,Manual,Second Owner,796 CC,46.3 bhp,62Nm@ 3000rpm,5.0,False,False,True,False
285,2011 Tata New Safari DICOR 2.2 EX 4x2,80000,Individual,Manual,3,2179 CC,138.1 bhp,320Nm@ 1700-2700rpm,7.0,False,False,False,True
286,2009 Mahindra Bolero SLE,170000,Individual,Manual,Second Owner,2523 CC,63 bhp,180 Nm at 1440-1500rpm,7.0,False,False,False,True
287,2007 Mahindra Bolero DI DX 7 Seater,207890,Individual,Manual,Second Owner,2523 CC,63 bhp,180 Nm at 1440-1500rpm,7.0,False,False,False,True
288,2018 Mercedes-Benz GL-Class 220d 4MATIC Sport,7976,Individual,Automatic,First Owner,2143 CC,170 bhp,400Nm@ 1400-2800rpm,5.0,False,False,False,True
289,2016 Maruti Omni E MPI STD BS IV,35000,Individual,Manual,First Owner,796 CC,34.2 bhp,59Nm@ 2500rpm,8.0,False,False,True,False
290,2017 Hyundai Grand i10 Sportz,35000,Individual,Manual,1,1197 CC,82 bhp,114Nm@ 4000rpm,5.0,False,False,True,False
291,2017 Hyundai Grand i10 Sportz,35000,Individual,Manual,First Owner,1197 CC,82 bhp,114Nm@ 4000rpm,5.0,False,False,True,False
292,2013 Hyundai i10 Sportz AT,50000,Individual,Automatic,First Owner,1197 CC,78.9 bhp,111.8Nm@ 4000rpm,5.0,False,False,True,False
293,2016 Maruti Swift VXI Deca,20000,Individual,Manual,First Owner,1197 CC,81.80 bhp,113Nm@ 4200rpm,5.0,False,False,True,False
294,2011 Hyundai i10 Sportz AT,20000,Individual,Automatic,First Owner,1197 CC,78.9 bhp,111.8Nm@ 4000rpm,5.0,False,False,True,False
295,2012 Maruti Swift VXI,50000,Individual,Manual,2,1197 CC,85.8 bhp,114Nm@ 4000rpm,5.0,False,False,True,False
296,2012 Maruti Swift VXI,50000,Individual,Manual,Second Owner,1197 CC,85.8 bhp,114Nm@ 4000rpm,5.0,False,False,True,False
297,2014 Mahindra Bolero 2011-2019 ZLX,120000,Individual,Manual,First Owner,2523 CC,62.1 bhp,195Nm@ 1400-2200rpm,7.0,False,False,False,True
298,2014 Hyundai Verna 1.6 SX VTVT (O),70000,Individual,Manual,First Owner,1591 CC,121.3 bhp,154.9Nm@ 4200rpm,5.0,False,False,True,False
299,2015 Hyundai i20 Active 1.2,50000,Individual,Manual,First Owner,1197 CC,81.86 bhp,114.73Nm@ 4000rpm,5.0,False,False,True,False
300,2019 Maruti Baleno Zeta,16500,Individual,Manual,1,1197 CC,81.80 bhp,113Nm@ 4200rpm,5.0,False,False,True,False
301,2010 Hyundai i20 1.2 Asta,70000,Individual,Manual,First Owner,1197 CC,80 bhp,"11.4 kgm at 4,000 rpm",5.0,False,False,True,False
302,2005 Maruti Alto LXI,99361,Individual,Manual,Second Owner,796 CC,46.3 bhp,62Nm@ 3000rpm,5.0,False,False,True,False
303,2017 Maruti Swift Dzire VDI,25000,Individual,Manual,First Owner,1248 CC,74 bhp,190Nm@ 2000rpm,5.0,False,False,False,True
304,2014 Maruti Swift Dzire VXI,70000,Individual,Manual,Second Owner,1197 CC,85.8 bhp,114Nm@ 4000rpm,5.0,False,False,True,False
305,2015 Hyundai Grand i10 CRDi Sportz,80000,Individual,Manual,2,1120 CC,70 bhp,160Nm@ 1500-2750rpm,5.0,False,False,False,True
306,2010 Maruti Swift 1.3 VXi,70000,Individual,Manual,Second Owner,,,,,False,False,True,False
307,2014 Maruti Swift Dzire VXI,70000,Individual,Manual,Second Owner,1197 CC,85.8 bhp,114Nm@ 4000rpm,5.0,False,False,True,False
308,2012 Chevrolet Beat LS,60000,Individual,Manual,Third Owner,1199 CC,79.4 bhp,108Nm@ 4400rpm,5.0,False,False,True,False
309,2018 Tata Tigor 1.2 Revotron XZA,10000,Individual,Automatic,First Owner,1199 CC,84 bhp,114Nm@ 3500rpm,5.0,False,False,True,False
310,2006 Maruti 800 Std,80000,Individual,Manual,1,796 CC,37 bhp,59Nm@ 2500rpm,4.0,False,False,True,False
311,2017 Honda City i-DTEC VX,30000,Individual,Manual,First Owner,1498 CC,97.9 bhp,200Nm@ 1750rpm,5.0,False,False,False,True
312,2017 Honda City i-DTEC VX,33000,Individual,Manual,First Owner,1498 CC,97.9 bhp,200Nm@ 1750rpm,5.0,False,False,False,True
313,2013 Maruti Ertiga VXI,90000,Individual,Manual,Third Owner,1373 CC,93.7 bhp,130Nm@ 4000rpm,7.0,False,False,True,False
314,2014 Nissan Terrano XV Premium 110 PS,80100,Individual,Manual,Second Owner,1461 CC,108.5 bhp,248Nm@ 2250rpm,5.0,False,False,False,True
315,2014 Honda City i VTEC VX,120000,Individual,Manual,1,1497 CC,117.3 bhp,145Nm@ 4600rpm,5.0,False,False,True,False
316,1983 Mahindra Willys CJ 3B 4X4,10000,Individual,Manual,Third Owner,,,,,False,False,False,True
317,2016 Renault KWID RXL,40000,Individual,Manual,First Owner,799 CC,53.3 bhp,72Nm@ 4386rpm,5.0,False,False,True,False
318,2013 Toyota Innova 2.5 GX (Diesel) 8 Seater,160000,Individual,Manual,Second Owner,2494 CC,100.6 bhp,200Nm@ 1200-3600rpm,8.0,False,False,False,True
319,2017 Maruti Wagon R VXI BS IV,47000,Individual,Manual,First Owner,998 CC,67.04 bhp,90Nm@ 3500rpm,5.0,False,False,True,False
320,2018 Hyundai Creta 1.4 CRDi S Plus,25000,Individual,Manual,1,1396 CC,88.7 bhp,219.7Nm@ 1500-2750rpm,5.0,False,False,False,True
321,2017 Tata Tiago 1.2 Revotron XZ,26000,Individual,Manual,First Owner,1199 CC,84 bhp,114Nm@ 3500rpm,5.0,False,False,True,False
322,2018 Hyundai Grand i10 1.2 CRDi Sportz,29000,Individual,Manual,First Owner,1186 CC,73.97 bhp,190.24nm@ 1750-2250rpm,5.0,False,False,False,True
323,2016 Maruti Baleno Zeta Automatic,50000,Individual,Automatic,First Owner,1197 CC,83.1 bhp,115Nm@ 4000rpm,5.0,False,False,True,False
324,2011 Maruti Swift ZXI ABS,58000,Individual,Manual,Third Owner,1298 CC,88.2 bhp,"11.5@ 4,500(kgm@ rpm)",5.0,False,False,True,False
325,2012 Maruti Swift Dzire VXi AT,120000,Individual,Automatic,1,1197 CC,85.8 bhp,114Nm@ 4000rpm,5.0,False,False,True,False
326,2014 Maruti Swift LXI Option,50000,Individual,Manual,First Owner,1197 CC,81.80 bhp,113Nm@ 4200rpm,5.0,False,False,True,False
327,2010 Hyundai i20 1.2 Asta,80000,Individual,Manual,Fourth & Above Owner,1197 CC,80 bhp,"11.4 kgm at 4,000 rpm",5.0,False,False,True,False
328,2003 Maruti Zen LXI,60000,Individual,Manual,Fourth & Above Owner,993 CC,60 bhp,78Nm@ 4500rpm,5.0,False,False,True,False
329,2017 Maruti Celerio LXI,36000,Individual,Manual,First Owner,998 CC,67.04 bhp,90Nm@ 3500rpm,5.0,False,False,True,False
330,2007 Toyota Innova 2.5 V Diesel 8-seater,120000,Individual,Manual,3,2494 CC,102 bhp,20.4@ 1400-3400(kgm@ rpm),8.0,False,False,False,True
331,2011 Maruti Ritz LDi,185000,Individual,Manual,Third Owner,1248 CC,73.9 bhp,190Nm@ 2000rpm,5.0,False,False,False,True
332,2011 Nissan Micra Diesel XV,50000,Individual,Manual,First Owner,1461 CC,63.1 bhp,160Nm@ 2000rpm,5.0,False,False,False,True
333,2002 Maruti Zen LXI,100000,Individual,Manual,Fourth & Above Owner,993 CC,60 bhp,78Nm@ 4500rpm,5.0,False,False,True,False
334,2013 Hyundai Verna 1.6 SX VTVT (O),50000,Individual,Manual,Second Owner,1591 CC,121.3 bhp,154.9Nm@ 4200rpm,5.0,False,False,True,False
335,2007 Maruti Zen Estilo LXI BSIII,80000,Individual,Manual,2,998 CC,67.1 bhp,90Nm@ 3500rpm,5.0,False,False,True,False
336,2005 Hyundai Santro Xing XL,60000,Individual,Manual,Second Owner,,,,,False,False,True,False
337,2005 Maruti Alto LX,80000,Individual,Manual,Fourth & Above Owner,796 CC,46.3 bhp,62Nm@ 3000rpm,5.0,False,False,True,False
338,2011 Maruti Swift Dzire ZDi,90000,Individual,Manual,Fourth & Above Owner,1248 CC,73.9 bhp,190Nm@ 2000rpm,5.0,False,False,False,True
339,2010 Maruti A-Star Vxi,162000,Individual,Manual,Second Owner,998 CC,66.1 bhp,90Nm@ 3500rpm,5.0,False,False,True,False
340,2013 Maruti Ertiga VDI,110000,Individual,Manual,3,1248 CC,88.76 bhp,200Nm@ 1750rpm,7.0,False,False,False,True
341,2008 Maruti Swift Ldi BSIII,120000,Individual,Manual,Third Owner,1248 CC,75 bhp,190Nm@ 2000rpm,5.0,False,False,False,True
342,2011 Nissan Micra Diesel XV,45000,Individual,Manual,First Owner,1461 CC,63.1 bhp,160Nm@ 2000rpm,5.0,False,False,False,True
343,2005 Maruti Wagon R LXI,90000,Individual,Manual,Second Owner,998 CC,67.1 bhp,90Nm@ 3500rpm,5.0,False,False,True,False
344,2010 Ford Figo Diesel Titanium,90000,Individual,Manual,Second Owner,1399 CC,68 bhp,160Nm@ 2000rpm,5.0,False,False,False,True
345,2019 Mahindra XUV300 W8 Option BSIV,16500,Dealer,Manual,1,1197 CC,110 bhp,200Nm@ 2000-3500rpm,5.0,False,False,True,False
346,2017 Hyundai Creta 1.6 CRDi AT SX Plus,67000,Individual,Automatic,First Owner,1582 CC,126.2 bhp,259.9Nm@ 1900-2750rpm,5.0,False,False,False,True
347,2018 Maruti Swift VXI BSIV,52000,Dealer,Manual,First Owner,1197 CC,81.80 bhp,113Nm@ 4200rpm,5.0,False,False,True,False
348,2016 Datsun GO T Option BSIV,40000,Dealer,Manual,First Owner,1198 CC,67 bhp,104Nm@ 4000rpm,5.0,False,False,True,False
