,name,year,miles_driven,price_per_mile,mileage,selling_price,seller_type,owner,transmission,engine,torque,seats,fuel
4418,Volvo XC40 D4 Inscription BSIV,2019,12427,$305.79,42.34mpg,52060.38,Individual,First Owner,Automatic,1969 CC,400Nm,5.0,Diesel
3520,Volvo XC40 D4 Inscription BSIV,2019,12427,$305.79,42.34mpg,52060.38,Individual,First Owner,Automatic,1969 CC,400Nm,5.0,Diesel
7862,Volvo XC40 D4 Inscription BSIV,2019,12427,$305.79,42.34mpg,52060.38,Individual,First Owner,Automatic,1969 CC,400Nm,5.0,Diesel
1713,Volvo XC40 D4 Inscription BSIV,2019,12427,$305.79,42.34mpg,52060.38,Individual,First Owner,Automatic,1969 CC,400Nm,5.0,Diesel
5087,Volvo XC40 D4 Inscription BSIV,2019,12427,$305.79,42.34mpg,52060.38,Individual,First Owner,Automatic,1969 CC,400Nm,5.0,Diesel
3082,Volvo XC40 D4 Inscription BSIV,2019,12427,$305.79,42.34mpg,52060.38,Individual,First Owner,Automatic,1969 CC,400Nm,5.0,Diesel
4238,Volvo XC40 D4 Inscription BSIV,2019,12427,$305.79,42.34mpg,52060.38,Individual,First Owner,Automatic,1969 CC,400Nm,5.0,Diesel
1100,Volvo XC40 D4 Inscription BSIV,2019,12427,$305.79,42.34mpg,52060.38,Individual,First Owner,Automatic,1969 CC,400Nm,5.0,Diesel
1081,Volvo XC40 D4 Inscription BSIV,2019,12427,$305.79,42.34mpg,52060.38,Individual,First Owner,Automatic,1969 CC,400Nm,5.0,Diesel
6213,Volvo XC40 D4 Inscription BSIV,2019,12427,$305.79,42.34mpg,52060.38,Individual,First Owner,Automatic,1969 CC,400Nm,5.0,Diesel
4259,Volvo XC40 D4 Inscription BSIV,2019,12427,$305.79,42.34mpg,52060.38,Individual,First Owner,Automatic,1969 CC,400Nm,5.0,Diesel
3241,BMW 5 Series 520d Sport Line,2018,18330,$206.76,52.88mpg,51923.379,Dealer,First Owner,Automatic,1995 CC,400Nm@ 1750-2500rpm,5.0,Diesel
137,BMW 5 Series 520d Sport Line,2018,18330,$206.76,52.88mpg,51923.379,Dealer,First Owner,Automatic,1995 CC,400Nm@ 1750-2500rpm,5.0,Diesel
4083,BMW X6 xDrive30d,2013,34797,$107.77,26.34mpg,51375.375,Dealer,First Owner,Automatic,2993 CC,540Nm@ 2000rpm,4.0,Diesel
1057,BMW X6 xDrive30d,2013,34797,$107.77,26.34mpg,51375.375,Dealer,First Owner,Automatic,2993 CC,540Nm@ 2000rpm,4.0,Diesel
2705,Mercedes-Benz M-Class ML 350 CDI,2013,31068,$115.87,27.61mpg,49320.36,Individual,First Owner,Automatic,2987 CC,619Nm@ 1600-2400rpm,5.0,Diesel
6217,Toyota Land Cruiser Prado VX L,2014,37282,$93.88,25.87mpg,47950.35,Individual,First Owner,Automatic,2982 CC,410Nm@ 1600-2800rpm,7.0,Diesel
5823,Jaguar XF 3.0 Litre S Premium Luxury,2016,21748,$160.93,34.67mpg,47950.35,Individual,First Owner,Automatic,2993 CC,600Nm@ 2000rpm,5.0,Diesel
3251,Volvo XC40 D4 R-Design,2018,13670,$248.72,42.34mpg,46580.34,Dealer,First Owner,Automatic,1969 CC,400Nm,5.0,Diesel
145,Volvo XC40 D4 R-Design,2018,13670,$248.72,42.34mpg,46580.34,Dealer,First Owner,Automatic,1969 CC,400Nm,5.0,Diesel
1979,BMW X1 sDrive20d M Sport,2018,11185,$299.51,46.15mpg,45895.335,Dealer,First Owner,Automatic,1998 CC,400nm@ 1750-2500rpm,5.0,Diesel
7326,BMW X1 sDrive20d M Sport,2018,11185,$299.51,46.15mpg,45895.335,Dealer,First Owner,Automatic,1998 CC,400nm@ 1750-2500rpm,5.0,Diesel
7337,Mercedes-Benz GLC 220d 4MATIC,2017,37282,$88.51,0.0mpg,45210.33,Dealer,First Owner,Automatic,1950 CC,400nm@ 2800rpm,5.0,Diesel
5511,Skoda Kodiaq 2.0 TDI Style,2018,10937,$297.25,38.22mpg,44539.0251,Dealer,First Owner,Automatic,1968 CC,340nm@ 1750-3000rpm,7.0,Diesel
1830,Ford Endeavour 3.2 Titanium AT 4X4,2018,7456,$435.89,25.66mpg,44525.325,Individual,First Owner,Automatic,3198 CC,470Nm@ 1750-2500rpm,7.0,Diesel
1530,Ford Endeavour 3.2 Titanium AT 4X4,2018,7456,$435.89,25.66mpg,44525.325,Individual,First Owner,Automatic,3198 CC,470Nm@ 1750-2500rpm,7.0,Diesel
7506,Mercedes-Benz GL-Class 350 CDI Blue Efficiency,2014,20505,$158.5,26.58mpg,44525.325,Individual,First Owner,Automatic,2987 CC,619Nm@ 1600-2400rpm,7.0,Diesel
6691,Jaguar XF 2.0 Diesel Portfolio,2017,27962,$114.44,45.47mpg,43840.32,Dealer,First Owner,Automatic,1999 CC,430Nm@ 1750-2500rpm,5.0,Diesel
1821,Toyota Fortuner 2.8 4WD MT BSIV,2018,31068,$103.0,33.49mpg,43840.32,Individual,First Owner,Manual,2755 CC,420Nm@ 1400-2600rpm,7.0,Diesel
648,Jaguar XF 2.0 Diesel Portfolio,2017,27962,$114.44,45.47mpg,43840.32,Dealer,First Owner,Automatic,1999 CC,430Nm@ 1750-2500rpm,5.0,Diesel
5647,Toyota Fortuner 2.8 4WD MT BSIV,2018,31068,$103.0,33.49mpg,43840.32,Individual,First Owner,Manual,2755 CC,420Nm@ 1400-2600rpm,7.0,Diesel
5085,Jaguar XF 2.0 Diesel Portfolio,2017,27962,$114.44,45.47mpg,43840.32,Dealer,First Owner,Automatic,1999 CC,430Nm@ 1750-2500rpm,5.0,Diesel
6168,Jaguar XF 2.0 Diesel Portfolio,2017,27962,$114.44,45.47mpg,43840.32,Dealer,First Owner,Automatic,1999 CC,430Nm@ 1750-2500rpm,5.0,Diesel
411,Jaguar XF 2.0 Diesel Portfolio,2017,27962,$114.44,45.47mpg,43840.32,Dealer,First Owner,Automatic,1999 CC,430Nm@ 1750-2500rpm,5.0,Diesel
4416,Jaguar XF 2.0 Diesel Portfolio,2017,27962,$114.44,45.47mpg,43840.32,Dealer,First Owner,Automatic,1999 CC,430Nm@ 1750-2500rpm,5.0,Diesel
5247,Jaguar XF 2.0 Diesel Portfolio,2017,27962,$114.44,45.47mpg,43840.32,Dealer,First Owner,Automatic,1999 CC,430Nm@ 1750-2500rpm,5.0,Diesel
6575,Jaguar XF 2.0 Diesel Portfolio,2017,27962,$114.44,45.47mpg,43840.32,Dealer,First Owner,Automatic,1999 CC,430Nm@ 1750-2500rpm,5.0,Diesel
4322,Jaguar XF 2.0 Diesel Portfolio,2017,27962,$114.44,45.47mpg,43840.32,Dealer,First Owner,Automatic,1999 CC,430Nm@ 1750-2500rpm,5.0,Diesel
4817,Jaguar XF 2.0 Diesel Portfolio,2017,27962,$114.44,45.47mpg,43840.32,Dealer,First Owner,Automatic,1999 CC,430Nm@ 1750-2500rpm,5.0,Diesel
6961,Jaguar XF 2.0 Diesel Portfolio,2017,27962,$114.44,45.47mpg,43840.32,Dealer,First Owner,Automatic,1999 CC,430Nm@ 1750-2500rpm,5.0,Diesel
4257,Jaguar XF 2.0 Diesel Portfolio,2017,27962,$114.44,45.47mpg,43840.32,Dealer,First Owner,Automatic,1999 CC,430Nm@ 1750-2500rpm,5.0,Diesel
3238,Jaguar XF 2.0 Diesel Portfolio,2017,27962,$114.44,45.47mpg,43840.32,Dealer,First Owner,Automatic,1999 CC,430Nm@ 1750-2500rpm,5.0,Diesel
6468,Ford Endeavour 3.2 Titanium AT 4X4,2018,21748,$147.14,25.66mpg,43840.32,Individual,First Owner,Automatic,3198 CC,470Nm@ 1750-2500rpm,7.0,Diesel
5188,BMW 5 Series 520d Luxury Line,2016,24855,$128.75,42.62mpg,43840.32,Individual,First Owner,Automatic,1995 CC,400Nm@ 1750-2500rpm,5.0,Diesel
1117,Jaguar XF 2.0 Diesel Portfolio,2017,27962,$114.44,45.47mpg,43840.32,Dealer,First Owner,Automatic,1999 CC,430Nm@ 1750-2500rpm,5.0,Diesel
1136,Jaguar XF 2.0 Diesel Portfolio,2017,27962,$114.44,45.47mpg,43840.32,Dealer,First Owner,Automatic,1999 CC,430Nm@ 1750-2500rpm,5.0,Diesel
4236,Jaguar XF 2.0 Diesel Portfolio,2017,27962,$114.44,45.47mpg,43840.32,Dealer,First Owner,Automatic,1999 CC,430Nm@ 1750-2500rpm,5.0,Diesel
7702,Jaguar XF 2.0 Diesel Portfolio,2017,27962,$114.44,45.47mpg,43840.32,Dealer,First Owner,Automatic,1999 CC,430Nm@ 1750-2500rpm,5.0,Diesel
1993,BMW 3 Series 320d,2017,8490,$376.91,53.37mpg,43840.32,Dealer,First Owner,Automatic,1995 CC,400Nm@ 1750-2500rpm,5.0,Diesel
372,Jaguar XF 2.0 Diesel Portfolio,2017,27962,$114.44,45.47mpg,43840.32,Dealer,First Owner,Automatic,1999 CC,430Nm@ 1750-2500rpm,5.0,Diesel
2632,Jaguar XF 2.0 Diesel Portfolio,2017,27962,$114.44,45.47mpg,43840.32,Dealer,First Owner,Automatic,1999 CC,430Nm@ 1750-2500rpm,5.0,Diesel
1563,Jaguar XF 2.0 Diesel Portfolio,2017,27962,$114.44,45.47mpg,43840.32,Dealer,First Owner,Automatic,1999 CC,430Nm@ 1750-2500rpm,5.0,Diesel
1098,Jaguar XF 2.0 Diesel Portfolio,2017,27962,$114.44,45.47mpg,43840.32,Dealer,First Owner,Automatic,1999 CC,430Nm@ 1750-2500rpm,5.0,Diesel
4217,Jaguar XF 2.0 Diesel Portfolio,2017,27962,$114.44,45.47mpg,43840.32,Dealer,First Owner,Automatic,1999 CC,430Nm@ 1750-2500rpm,5.0,Diesel
7860,Jaguar XF 2.0 Diesel Portfolio,2017,27962,$114.44,45.47mpg,43840.32,Dealer,First Owner,Automatic,1999 CC,430Nm@ 1750-2500rpm,5.0,Diesel
3833,Jaguar XF 2.0 Diesel Portfolio,2017,27962,$114.44,45.47mpg,43840.32,Dealer,First Owner,Automatic,1999 CC,430Nm@ 1750-2500rpm,5.0,Diesel
133,Jaguar XF 2.0 Diesel Portfolio,2017,27962,$114.44,45.47mpg,43840.32,Dealer,First Owner,Automatic,1999 CC,430Nm@ 1750-2500rpm,5.0,Diesel
5616,Jaguar XF 2.0 Diesel Portfolio,2017,27962,$114.44,45.47mpg,43840.32,Dealer,First Owner,Automatic,1999 CC,430Nm@ 1750-2500rpm,5.0,Diesel
3080,Jaguar XF 2.0 Diesel Portfolio,2017,27962,$114.44,45.47mpg,43840.32,Dealer,First Owner,Automatic,1999 CC,430Nm@ 1750-2500rpm,5.0,Diesel
7661,Toyota Fortuner 2.8 4WD AT BSIV,2020,1864,$1716.74,35.38mpg,43840.32,Individual,First Owner,Automatic,2755 CC,450Nm@ 1600-2400rpm,7.0,Diesel
6556,Jaguar XF 2.0 Diesel Portfolio,2017,27962,$114.44,45.47mpg,43840.32,Dealer,First Owner,Automatic,1999 CC,430Nm@ 1750-2500rpm,5.0,Diesel
3410,Jaguar XF 2.0 Diesel Portfolio,2017,27962,$114.44,45.47mpg,43840.32,Dealer,First Owner,Automatic,1999 CC,430Nm@ 1750-2500rpm,5.0,Diesel
1711,Jaguar XF 2.0 Diesel Portfolio,2017,27962,$114.44,45.47mpg,43840.32,Dealer,First Owner,Automatic,1999 CC,430Nm@ 1750-2500rpm,5.0,Diesel
3518,Jaguar XF 2.0 Diesel Portfolio,2017,27962,$114.44,45.47mpg,43840.32,Dealer,First Owner,Automatic,1999 CC,430Nm@ 1750-2500rpm,5.0,Diesel
1859,Jaguar XF 2.0 Diesel Portfolio,2017,27962,$114.44,45.47mpg,43840.32,Dealer,First Owner,Automatic,1999 CC,430Nm@ 1750-2500rpm,5.0,Diesel
2665,Jaguar XF 2.0 Diesel Portfolio,2017,27962,$114.44,45.47mpg,43840.32,Dealer,First Owner,Automatic,1999 CC,430Nm@ 1750-2500rpm,5.0,Diesel
6215,Toyota Fortuner 2.8 4WD AT BSIV,2018,37282,$85.83,35.38mpg,43840.32,Individual,First Owner,Automatic,2755 CC,450Nm@ 1600-2400rpm,7.0,Diesel
1079,Jaguar XF 2.0 Diesel Portfolio,2017,27962,$114.44,45.47mpg,43840.32,Dealer,First Owner,Automatic,1999 CC,430Nm@ 1750-2500rpm,5.0,Diesel
1834,Toyota Fortuner 2.8 4WD AT BSIV,2018,37282,$85.83,35.38mpg,43840.32,Individual,First Owner,Automatic,2755 CC,450Nm@ 1600-2400rpm,7.0,Diesel
4364,Toyota Fortuner 2.8 4WD AT BSIV,2016,55923,$55.43,35.38mpg,42470.31,Individual,First Owner,Automatic,2755 CC,450Nm@ 1600-2400rpm,7.0,Diesel
6042,Toyota Fortuner 2.8 4WD AT BSIV,2017,43496,$71.27,35.38mpg,42470.31,Individual,First Owner,Automatic,2755 CC,450Nm@ 1600-2400rpm,7.0,Diesel
681,Mercedes-Benz E-Class E250 CDI Avantgarde,2016,24855,$120.7,30.58mpg,41100.3,Individual,First Owner,Automatic,2143 CC,500Nm@ 1600-1800rpm,5.0,Diesel
6456,Jaguar XF 2.2 Litre Luxury,2015,43496,$68.97,38.48mpg,41100.3,Individual,Second Owner,Automatic,2179 CC,450Nm@ 2000rpm,5.0,Diesel
7077,Audi A3 35 TDI Premium Plus,2018,12427,$241.41,47.94mpg,41100.3,Individual,First Owner,Automatic,1968 CC,320Nm@ 1750-3000rpm,5.0,Diesel
350,Toyota Fortuner 2.8 2WD MT BSIV,2018,21748,$137.94,33.49mpg,41100.3,Individual,First Owner,Manual,2755 CC,420Nm@ 1400-2600rpm,7.0,Diesel
2131,Audi Q7 3.0 TDI Quattro,2014,40389,$74.28,28.39mpg,41100.3,Individual,First Owner,Automatic,2967 CC,550Nm@ 1750-2750rpm,7.0,Diesel
7756,BMW 3 Series 320d GT Luxury Line,2017,24233,$121.73,46.08mpg,40415.295,Dealer,First Owner,Automatic,1995 CC,380Nm@ 1750-2750rpm,5.0,Diesel
1990,Mercedes-Benz New C-Class C 220 CDI Elegance MT,2018,28583,$103.21,37.16mpg,40415.295,Dealer,First Owner,Manual,2148 CC,"42@ 2,000(kgm@ rpm)",5.0,Diesel
4670,BMW 3 Series 320d GT Luxury Line,2017,24233,$121.73,46.08mpg,40415.295,Dealer,First Owner,Automatic,1995 CC,380Nm@ 1750-2750rpm,5.0,Diesel
1748,Toyota Fortuner 2.8 4WD AT BSIV,2017,31068,$94.95,35.38mpg,40415.295,Individual,First Owner,Automatic,2755 CC,450Nm@ 1600-2400rpm,7.0,Diesel
4757,BMW 3 Series GT Luxury Line,2016,37282,$79.13,51.18mpg,40415.295,Dealer,First Owner,Automatic,1995 CC,400Nm@ 1750-2500rpm,5.0,Diesel
1073,Toyota Fortuner 2.8 2WD AT BSIV,2018,62137,$47.31,30.34mpg,40278.294,Dealer,First Owner,Automatic,2755 CC,450Nm@ 1600-2400rpm,7.0,Diesel
167,BMW 5 Series 520d Luxury Line,2016,7456,$388.95,42.62mpg,39730.29,Dealer,First Owner,Automatic,1995 CC,400Nm@ 1750-2500rpm,5.0,Diesel
4682,Audi A4 35 TDI Premium Plus,2018,9321,$311.13,42.93mpg,39730.29,Dealer,First Owner,Automatic,1968 CC,400Nm@ 1750-3000rpm,5.0,Diesel
2881,Toyota Fortuner 2.8 2WD MT BSIV,2018,28583,$101.46,33.49mpg,39730.29,Individual,First Owner,Manual,2755 CC,420Nm@ 1400-2600rpm,7.0,Diesel
1540,Toyota Fortuner 2.8 2WD AT BSIV,2018,30447,$95.25,30.34mpg,39730.29,Individual,First Owner,Automatic,2755 CC,450Nm@ 1600-2400rpm,7.0,Diesel
4086,Mercedes-Benz E-Class E250 CDI Avantgarde,2016,19262,$150.56,30.58mpg,39730.29,Dealer,First Owner,Automatic,2143 CC,500Nm@ 1600-1800rpm,5.0,Diesel
1060,Mercedes-Benz E-Class E250 CDI Avantgarde,2016,19262,$150.56,30.58mpg,39730.29,Dealer,First Owner,Automatic,2143 CC,500Nm@ 1600-1800rpm,5.0,Diesel
2827,BMW X1 sDrive 20d Sportline,2018,16777,$169.88,40.1mpg,39045.284999999996,Dealer,First Owner,Automatic,1995 CC,380Nm@ 1750-2750rpm,5.0,Diesel
7324,Audi Q3 2.0 TDI Quattro Premium Plus,2017,13670,$206.66,37.0mpg,38702.7825,Dealer,First Owner,Automatic,1968 CC,380Nm@ 1750-2500rpm,5.0,Diesel
1977,Audi Q3 2.0 TDI Quattro Premium Plus,2017,13670,$206.66,37.0mpg,38702.7825,Dealer,First Owner,Automatic,1968 CC,380Nm@ 1750-2500rpm,5.0,Diesel
2828,Audi Q3 35 TDI Quattro Premium Plus,2018,16156,$173.31,37.0mpg,38360.28,Dealer,First Owner,Automatic,1968 CC,380Nm@ 1750-2500rpm,5.0,Diesel
7922,Skoda Kodiaq 2.0 TDI Style,2018,24855,$112.65,38.22mpg,38360.28,Individual,First Owner,Automatic,1968 CC,340nm@ 1750-3000rpm,7.0,Diesel
4680,Toyota Fortuner 4x4 AT,2017,37282,$73.76,29.52mpg,37675.275,Dealer,Second Owner,Automatic,2982 CC,360Nm@ 1400-3200rpm,7.0,Diesel
5083,Jaguar XE 2016-2019 2.0L Diesel Prestige,2017,5592,$484.8,31.99mpg,37140.9711,Dealer,First Owner,Automatic,1999 CC,430Nm@ 1750-2500rpm,5.0,Diesel
6689,Jaguar XE 2016-2019 2.0L Diesel Prestige,2017,5592,$484.8,31.99mpg,37140.9711,Dealer,First Owner,Automatic,1999 CC,430Nm@ 1750-2500rpm,5.0,Diesel
4255,Jaguar XE 2016-2019 2.0L Diesel Prestige,2017,5592,$484.8,31.99mpg,37140.9711,Dealer,First Owner,Automatic,1999 CC,430Nm@ 1750-2500rpm,5.0,Diesel
4782,Jaguar XE 2016-2019 2.0L Diesel Prestige,2017,5592,$484.8,31.99mpg,37140.9711,Dealer,First Owner,Automatic,1999 CC,430Nm@ 1750-2500rpm,5.0,Diesel
4234,Jaguar XE 2016-2019 2.0L Diesel Prestige,2017,5592,$484.8,31.99mpg,37140.9711,Dealer,First Owner,Automatic,1999 CC,430Nm@ 1750-2500rpm,5.0,Diesel
6554,Jaguar XE 2016-2019 2.0L Diesel Prestige,2017,5592,$484.8,31.99mpg,37140.9711,Dealer,First Owner,Automatic,1999 CC,430Nm@ 1750-2500rpm,5.0,Diesel
4815,Jaguar XE 2016-2019 2.0L Diesel Prestige,2017,5592,$484.8,31.99mpg,37140.9711,Dealer,First Owner,Automatic,1999 CC,430Nm@ 1750-2500rpm,5.0,Diesel
4215,Jaguar XE 2016-2019 2.0L Diesel Prestige,2017,5592,$484.8,31.99mpg,37140.9711,Dealer,First Owner,Automatic,1999 CC,430Nm@ 1750-2500rpm,5.0,Diesel
7858,Jaguar XE 2016-2019 2.0L Diesel Prestige,2017,5592,$484.8,31.99mpg,37140.9711,Dealer,First Owner,Automatic,1999 CC,430Nm@ 1750-2500rpm,5.0,Diesel
3516,Jaguar XE 2016-2019 2.0L Diesel Prestige,2017,5592,$484.8,31.99mpg,37140.9711,Dealer,First Owner,Automatic,1999 CC,430Nm@ 1750-2500rpm,5.0,Diesel
5614,Jaguar XE 2016-2019 2.0L Diesel Prestige,2017,5592,$484.8,31.99mpg,37140.9711,Dealer,First Owner,Automatic,1999 CC,430Nm@ 1750-2500rpm,5.0,Diesel
4320,Jaguar XE 2016-2019 2.0L Diesel Prestige,2017,5592,$484.8,31.99mpg,37140.9711,Dealer,First Owner,Automatic,1999 CC,430Nm@ 1750-2500rpm,5.0,Diesel
3408,Jaguar XE 2016-2019 2.0L Diesel Prestige,2017,5592,$484.8,31.99mpg,37140.9711,Dealer,First Owner,Automatic,1999 CC,430Nm@ 1750-2500rpm,5.0,Diesel
6166,Jaguar XE 2016-2019 2.0L Diesel Prestige,2017,5592,$484.8,31.99mpg,37140.9711,Dealer,First Owner,Automatic,1999 CC,430Nm@ 1750-2500rpm,5.0,Diesel
6573,Jaguar XE 2016-2019 2.0L Diesel Prestige,2017,5592,$484.8,31.99mpg,37140.9711,Dealer,First Owner,Automatic,1999 CC,430Nm@ 1750-2500rpm,5.0,Diesel
4414,Jaguar XE 2016-2019 2.0L Diesel Prestige,2017,5592,$484.8,31.99mpg,37140.9711,Dealer,First Owner,Automatic,1999 CC,430Nm@ 1750-2500rpm,5.0,Diesel
6959,Jaguar XE 2016-2019 2.0L Diesel Prestige,2017,5592,$484.8,31.99mpg,37140.9711,Dealer,First Owner,Automatic,1999 CC,430Nm@ 1750-2500rpm,5.0,Diesel
3831,Jaguar XE 2016-2019 2.0L Diesel Prestige,2017,5592,$484.8,31.99mpg,37140.9711,Dealer,First Owner,Automatic,1999 CC,430Nm@ 1750-2500rpm,5.0,Diesel
4772,Audi Q5 45 TDI quattro Technology,2015,65244,$41.38,31.1mpg,36990.27,Dealer,Second Owner,Automatic,2967 CC,580Nm@ 1400-3250rpm,5.0,Diesel
141,Mercedes-Benz E-Class E250 Edition E,2016,21748,$124.15,35.28mpg,36990.27,Dealer,First Owner,Automatic,2143 CC,500Nm@ 1600-1800rpm,5.0,Diesel
4091,Mercedes-Benz GLA Class 200 CDI SPORT,2017,14292,$188.92,42.1mpg,36990.27,Dealer,First Owner,Automatic,2143 CC,300Nm@ 1600-3000rpm,5.0,Diesel
1065,Mercedes-Benz GLA Class 200 CDI SPORT,2017,14292,$188.92,42.1mpg,36990.27,Dealer,First Owner,Automatic,2143 CC,300Nm@ 1600-3000rpm,5.0,Diesel
4395,Isuzu MUX 2WD,2019,6214,$434.5,32.46mpg,36990.27,Individual,First Owner,Automatic,2999 CC,380NM@ 1800-2800rpm,7.0,Diesel
4789,Mercedes-Benz New C-Class C 200 AVANTGARDE,2017,9942,$271.58,34.67mpg,36990.27,Dealer,First Owner,Automatic,1991 CC,300Nm@ 1200-1400rpm,5.0,Petrol
4196,Isuzu MUX 2WD,2019,6214,$434.5,32.46mpg,36990.27,Individual,First Owner,Automatic,2999 CC,380NM@ 1800-2800rpm,7.0,Diesel
158,Mercedes-Benz New C-Class C 200 AVANTGARDE,2017,9942,$271.58,34.67mpg,36990.27,Dealer,First Owner,Automatic,1991 CC,300Nm@ 1200-1400rpm,5.0,Petrol
146,Audi Q7 35 TDI Quattro Premium,2015,32933,$80.47,28.39mpg,36305.265,Dealer,First Owner,Automatic,2967 CC,550Nm@ 1750-2750rpm,7.0,Diesel
1077,Jaguar XE 2016-2019 2.0L Diesel Prestige,2017,5592,$469.42,31.99mpg,35962.7625,Dealer,First Owner,Automatic,1999 CC,430Nm@ 1750-2500rpm,5.0,Diesel
3078,Jaguar XE 2016-2019 2.0L Diesel Prestige,2017,5592,$469.42,31.99mpg,35962.7625,Dealer,First Owner,Automatic,1999 CC,430Nm@ 1750-2500rpm,5.0,Diesel
646,Jaguar XE 2016-2019 2.0L Diesel Prestige,2017,5592,$469.42,31.99mpg,35962.7625,Dealer,First Owner,Automatic,1999 CC,430Nm@ 1750-2500rpm,5.0,Diesel
409,Jaguar XE 2016-2019 2.0L Diesel Prestige,2017,5592,$469.42,31.99mpg,35962.7625,Dealer,First Owner,Automatic,1999 CC,430Nm@ 1750-2500rpm,5.0,Diesel
370,Jaguar XE 2016-2019 2.0L Diesel Prestige,2017,5592,$469.42,31.99mpg,35962.7625,Dealer,First Owner,Automatic,1999 CC,430Nm@ 1750-2500rpm,5.0,Diesel
2630,Jaguar XE 2016-2019 2.0L Diesel Prestige,2017,5592,$469.42,31.99mpg,35962.7625,Dealer,First Owner,Automatic,1999 CC,430Nm@ 1750-2500rpm,5.0,Diesel
1709,Jaguar XE 2016-2019 2.0L Diesel Prestige,2017,5592,$469.42,31.99mpg,35962.7625,Dealer,First Owner,Automatic,1999 CC,430Nm@ 1750-2500rpm,5.0,Diesel
1096,Jaguar XE 2016-2019 2.0L Diesel Prestige,2017,5592,$469.42,31.99mpg,35962.7625,Dealer,First Owner,Automatic,1999 CC,430Nm@ 1750-2500rpm,5.0,Diesel
2663,Jaguar XE 2016-2019 2.0L Diesel Prestige,2017,5592,$469.42,31.99mpg,35962.7625,Dealer,First Owner,Automatic,1999 CC,430Nm@ 1750-2500rpm,5.0,Diesel
1115,Jaguar XE 2016-2019 2.0L Diesel Prestige,2017,5592,$469.42,31.99mpg,35962.7625,Dealer,First Owner,Automatic,1999 CC,430Nm@ 1750-2500rpm,5.0,Diesel
151,Jaguar XE 2016-2019 2.0L Diesel Prestige,2017,5592,$469.42,31.99mpg,35962.7625,Dealer,First Owner,Automatic,1999 CC,430Nm@ 1750-2500rpm,5.0,Diesel
1134,Jaguar XE 2016-2019 2.0L Diesel Prestige,2017,5592,$469.42,31.99mpg,35962.7625,Dealer,First Owner,Automatic,1999 CC,430Nm@ 1750-2500rpm,5.0,Diesel
2109,Audi A3 35 TDI Premium Plus,2017,43496,$59.78,47.94mpg,35620.26,Individual,First Owner,Automatic,1968 CC,320Nm@ 1750-3000rpm,5.0,Diesel
4738,BMW 3 Series 320d Luxury Line Plus,2017,27340,$95.1,53.37mpg,35620.26,Dealer,First Owner,Automatic,1995 CC,400Nm@ 1750-2750rpm,5.0,Diesel
3351,BMW 3 Series 320d Luxury Line Plus,2017,27340,$95.1,53.37mpg,35620.26,Dealer,First Owner,Automatic,1995 CC,400Nm@ 1750-2750rpm,5.0,Diesel
4375,Mercedes-Benz M-Class ML 250 CDI,2015,62137,$41.84,35.89mpg,35620.26,Individual,Second Owner,Automatic,2143 CC,500Nm@ 1600-1800rpm,5.0,Diesel
1994,Skoda Octavia Style Plus 2.0 TDI AT,2019,6835,$380.4,45.4mpg,35620.26,Dealer,First Owner,Automatic,1968 CC,320Nm@ 1750-3000rpm,5.0,Diesel
7808,Mercedes-Benz M-Class ML 350 CDI,2014,43496,$59.2,27.61mpg,35277.7575,Individual,First Owner,Automatic,2987 CC,619Nm@ 1600-2400rpm,5.0,Diesel
4788,Mercedes-Benz CLA 200 CGI Sport,2018,11185,$227.98,35.38mpg,34935.255,Dealer,First Owner,Automatic,1991 CC,300Nm@ 1200-4000rpm,5.0,Petrol
156,Mercedes-Benz CLA 200 CGI Sport,2018,11185,$227.98,35.38mpg,34935.255,Dealer,First Owner,Automatic,1991 CC,300Nm@ 1200-4000rpm,5.0,Petrol
5126,BMW X1 sDrive20i xLine,2016,18641,$134.11,36.95mpg,34250.25,Individual,Second Owner,Automatic,1998 CC,280Nm@ 1350-4600rpm,5.0,Petrol
82,BMW X1 sDrive20i xLine,2016,18641,$134.11,36.95mpg,34250.25,Individual,Second Owner,Automatic,1998 CC,280Nm@ 1350-4600rpm,5.0,Petrol
4787,Jaguar XF Diesel,2015,8388,$298.04,34.67mpg,34250.25,Dealer,First Owner,Automatic,2993 CC,600Nm@ 2000rpm,5.0,Diesel
5020,Volvo S60 D4 SUMMUM,2014,18641,$134.11,21.17mpg,34250.25,Individual,First Owner,Automatic,1984 CC,400Nm@ 1750-2500rpm,5.0,Diesel
5255,Volvo V40 D3 R-Design,2018,1243,$1991.15,39.52mpg,33907.7475,Dealer,First Owner,Automatic,1984 CC,350Nm@ 1500-2750rpm,5.0,Diesel
6591,Volvo V40 D3 R-Design,2018,1243,$1991.15,39.52mpg,33907.7475,Dealer,First Owner,Automatic,1984 CC,350Nm@ 1500-2750rpm,5.0,Diesel
3426,Volvo V40 D3 R-Design,2018,1243,$1991.15,39.52mpg,33907.7475,Dealer,First Owner,Automatic,1984 CC,350Nm@ 1500-2750rpm,5.0,Diesel
6572,Volvo V40 D3 R-Design,2018,1243,$1991.15,39.52mpg,33907.7475,Dealer,First Owner,Automatic,1984 CC,350Nm@ 1500-2750rpm,5.0,Diesel
6707,Volvo V40 D3 R-Design,2018,1243,$1991.15,39.52mpg,33907.7475,Dealer,First Owner,Automatic,1984 CC,350Nm@ 1500-2750rpm,5.0,Diesel
