,model,selling_price,mileage
411,2017 Jaguar XF 2.0 Diesel Portfolio,3200000,19.33 kmpl
412,2015 Tata Safari Storme EX,503000,14.1 kmpl
413,2019 Volvo XC40 D4 Inscription BSIV,3800000,18.0 kmpl
414,2016 Toyota Camry 2.5 Hybrid,2000000,19.16 kmpl
415,2013 Maruti Wagon R LXI,225000,21.79 kmpl
416,2018 Maruti Baleno Alpha 1.3,740000,27.39 kmpl
417,2016 Honda Jazz VX,550000,18.2 kmpl
418,2013 Toyota Innova 2.5 VX (Diesel) 7 Seater,750000,12.99 kmpl
419,2019 Maruti Swift AMT VVT VXI,650000,22.0 kmpl
420,2017 Toyota Etios VX,625000,16.78 kmpl
421,2018 Maruti Swift AMT ZXI,600000,22.0 kmpl
422,2017 Hyundai Grand i10 1.2 CRDi Sportz,450000,24.0 kmpl
423,2019 BMW X4 M Sport X xDrive20d,5400000,16.78 kmpl
424,2019 BMW X4 M Sport X xDrive20d,5500000,16.78 kmpl
425,2019 Honda Amaze V CVT Petrol BSIV,779000,19.0 kmpl
426,2016 Skoda Rapid 1.6 MPI AT Elegance,645000,14.3 kmpl
427,2018 Volvo V40 D3 R-Design,2475000,16.8 kmpl
428,2019 Honda Amaze S CVT Diesel BSIV,700000,23.8 kmpl
429,2017 Hyundai Creta 1.4 CRDi Base,950000,21.38 kmpl
430,2010 Maruti Alto LXi BSIII,160000,19.7 kmpl
431,2015 Hyundai Xcent 1.1 CRDi S Option,409999,24.4 kmpl
432,2015 Toyota Innova 2.5 G (Diesel) 7 Seater,840000,12.99 kmpl
433,2013 Toyota Etios Liva Diesel,450000,23.59 kmpl
434,2017 Maruti Swift Dzire ZDI Plus,900000,28.4 kmpl
435,2008 Toyota Innova 2.5 V Diesel 7-seater,570000,12.8 kmpl
436,2011 Nissan Micra Diesel XV,254999,23.08 kmpl
437,2009 Maruti 800 AC BSIII,130000,16.1 kmpl
438,2013 Maruti Swift Dzire VDI,530000,23.4 kmpl
439,2015 Volkswagen Polo 1.5 TDI Highline,520000,20.14 kmpl
440,2011 Mahindra Verito 1.5 D2 BSIII,229999,21.0 kmpl
441,2004 Maruti 800 AC BSIII,81000,16.1 kmpl
442,2016 Maruti Swift VDI Optional,600000,25.2 kmpl
443,2015 Hyundai Xcent 1.2 Kappa S Option,409999,19.1 kmpl
444,2010 Maruti 800 Std,120000,16.1 kmpl
445,2014 Maruti Celerio VXI,320000,23.1 kmpl
446,2015 Ford Figo Diesel EXI,292000,20.0 kmpl
447,2012 Tata Safari DICOR 2.2 LX 4x2,390000,13.93 kmpl
448,2016 Ford Figo 1.2P Titanium Plus MT,550000,18.16 kmpl
449,2014 Maruti Celerio ZXI,385000,23.1 kmpl
450,2016 Hyundai Creta 1.6 VTVT S,800000,15.29 kmpl
451,2019 Maruti Swift Dzire VXI 1.2,675000,21.21 kmpl
452,2018 Tata Hexa XT,1525000,17.6 kmpl
453,2018 Ford EcoSport 1.5 Diesel Titanium Plus BSIV,950000,23.0 kmpl
454,2015 Hyundai i20 Active 1.4 SX with AVN,610000,21.19 kmpl
455,2012 Hyundai i20 Asta 1.4 CRDi,525000,22.54 kmpl
456,2019 Honda Amaze S CVT Diesel BSIV,700000,23.8 kmpl
457,2015 Mahindra Bolero 2011-2019 SLE,375000,15.96 kmpl
458,2015 Nissan Terrano XL Plus 85 PS,580000,20.45 kmpl
459,2015 Maruti Swift VXI Windsong Limited edition,434999,20.4 kmpl
460,2020 Datsun RediGO 1.0 S,350000,22.5 kmpl
461,2012 Toyota Innova 2.5 G (Diesel) 7 Seater,730000,12.99 kmpl
462,2015 Hyundai i20 Magna 1.2,600000,18.6 kmpl
463,2015 Toyota Innova 2.5 VX (Diesel) 7 Seater,1050000,12.99 kmpl
464,2017 Maruti Baleno Alpha 1.3,735000,27.39 kmpl
465,2018 Renault Duster 110PS Diesel RxZ,1050000,19.6 kmpl
466,2016 Chevrolet Enjoy 1.3 TCDi LS 7,420000,18.2 kmpl
467,2017 Maruti SX4 S Cross 2015-2017 DDiS 200 Zeta,800000,23.65 kmpl
468,2015 Toyota Fortuner 4x2 AT,2000000,12.55 kmpl
469,2016 Maruti Swift Dzire VDI,600000,26.59 kmpl
470,2015 Toyota Fortuner 4x2 AT,1900000,12.55 kmpl
471,2011 Chevrolet Captiva LT,500000,11.5 kmpl
472,2011 Tata Indica Vista Aqua 1.4 TDI,200000,17.0 kmpl
473,2016 Nissan Micra Active XL Petrol,370000,19.49 kmpl
474,2010 Hyundai Verna Transform CRDi VGT SX ABS,260000,16.2 kmpl
475,2016 Mahindra KUV 100 mFALCON D75 K8,280000,25.32 kmpl
476,2014 Maruti Ertiga VXI,610000,16.02 kmpl
477,2013 Ford Fiesta Titanium 1.5 TDCi,300000,23.5 kmpl
478,2010 Tata Indigo CS LX DiCOR,140000,16.6 kmpl
479,2008 Hyundai i10 Magna 1.1L,229999,19.81 kmpl
480,2010 Maruti A-Star Vxi,200000,19.0 kmpl
481,2011 Maruti Wagon R VXI BSIII,200000,18.9 kmpl
482,2015 Hyundai Verna 1.6 CRDi S,560000,23.9 kmpl
483,2016 Maruti Ertiga SHVS VDI,750000,24.52 kmpl
484,2017 Maruti Swift VDI BSIV,585000,25.2 kmpl
485,2016 Hyundai Verna 1.6 VTVT S Option,760000,17.01 kmpl
486,2014 Maruti Swift VDI BSIV,430000,25.2 kmpl
487,2020 Mahindra KUV 100 D75 K6 Plus,480000,25.32 kmpl
488,2019 Kia Seltos HTE D,643000,20.8 kmpl
489,2018 Hyundai Xcent 1.2 VTVT S,500000,20.14 kmpl
490,2016 Honda Brio 1.2 S MT,425000,18.5 kmpl
491,2014 Maruti Alto 800 LXI,250000,22.74 kmpl
492,2016 Maruti Celerio LDi,285000,27.62 kmpl
493,2008 Maruti Swift Dzire VXi,160000,17.5 kmpl
494,2011 Volkswagen Vento Diesel Trendline,250000,20.54 kmpl
495,2013 Chevrolet Beat LS,170000,18.6 kmpl
496,2013 Toyota Etios Liva GD,409999,23.59 kmpl
497,2015 Hyundai Grand i10 AT Asta,400000,18.9 kmpl
498,2019 Maruti Swift Dzire VDI,700000,28.4 kmpl
499,2007 Honda Civic 1.8 V AT,350000,12.9 kmpl
500,2016 Maruti Ertiga BSIV VXI,660000,17.5 kmpl
501,2017 Maruti Alto 800 VXI,268000,24.7 kmpl
502,2016 Maruti Alto 800 VXI,270000,22.74 kmpl
503,2013 Chevrolet Beat Diesel LT,300000,25.44 kmpl
504,2017 Tata Tiago 1.2 Revotron XZ,450000,23.84 kmpl
505,2012 Chevrolet Beat Diesel LT,220000,25.44 kmpl
506,2009 Tata New Safari DICOR 2.2 VX 4x2,250000,13.93 kmpl
507,2012 Ford Figo Petrol EXI,300000,15.6 kmpl
508,2009 Tata Indica V2 2001-2011 DLS BSIII,88000,17.88 kmpl
509,2016 Maruti Swift Dzire VDI,561000,26.59 kmpl
510,2018 Maruti Swift Dzire VDI,755000,28.4 kmpl
511,2017 Datsun RediGO S,235000,22.7 kmpl
512,2011 Maruti Alto K10 LXI,165000,20.92 kmpl
513,2008 Maruti Swift Dzire LDi,190000,19.3 kmpl
514,2011 Tata Indica V2 DLX BSII,110000,17.2 kmpl
515,2012 Mahindra Bolero 2011-2019 DI 4WD NON AC,320000,13.6 kmpl
516,2010 Maruti Swift VDI BSIV,330000,
517,2016 Hyundai i20 Asta Option 1.2,540000,18.6 kmpl
518,2013 Hyundai EON Era Plus,180000,21.1 kmpl
519,2016 Maruti Eeco 7 Seater Standard BSIV,270000,15.37 kmpl
520,2012 Maruti Swift Dzire 1.2 Vxi BSIV,450000,17.5 kmpl
521,2014 Maruti Swift Dzire VXI,450000,19.1 kmpl
522,2015 Chevrolet Beat LT,200000,18.6 kmpl
523,2017 Tata Tiago 1.2 Revotron XZ,425000,23.84 kmpl
524,2016 Chevrolet Sail 1.2 LS ABS,400000,18.2 kmpl
525,2009 Maruti Alto LXi BSIII,125000,19.7 kmpl
526,2018 Jeep Compass 2.0 Longitude Option BSIV,1600000,17.1 kmpl
527,2015 Honda City i VTEC VX,900000,17.4 kmpl
528,2012 Volkswagen Vento Diesel Highline,450000,20.54 kmpl
529,2011 Maruti Alto K10 2010-2014 VXI,210000,20.92 kmpl
530,2018 Hyundai i20 1.2 Asta Option,801000,18.6 kmpl
531,2014 Tata Venture EX 7 Str Captain Seats,317000,15.42 kmpl
532,2015 Maruti Ertiga VXI,600000,16.02 kmpl
533,2014 Hyundai i20 Magna,330000,18.5 kmpl
534,2017 Hyundai EON Magna Plus,320000,21.1 kmpl
535,2010 Maruti Estilo LXI,160000,
536,2007 Hyundai Getz GLX,120000,15.3 kmpl
537,2009 Maruti Alto LXi,130000,19.7 kmpl
538,2015 Chevrolet Sail 1.2 LS,220000,18.2 kmpl
539,2008 Maruti Swift VDI BSIV,229999,
540,2015 Tata Zest Revotron 1.2T XM,340000,17.57 kmpl
541,2013 Ford Classic 1.4 Duratorq CLXI,200000,19.68 kmpl
542,2002 Maruti Alto LXI,140000,19.7 kmpl
543,2013 Toyota Innova 2.5 G (Diesel) 8 Seater,1000000,12.99 kmpl
544,2010 Mahindra Bolero SLX,495000,13.6 kmpl
545,2015 Maruti Alto 800 LXI,236000,22.74 kmpl
546,2015 Maruti Wagon R VXI BS IV,390000,20.51 kmpl
547,2009 Maruti Swift Dzire VDi,275000,19.3 kmpl
548,2015 Tata Safari Storme EX,503000,14.1 kmpl
549,2017 Maruti Vitara Brezza ZDi Plus Dual Tone,775000,24.3 kmpl
550,2016 Toyota Innova Crysta 2.8 ZX AT BSIV,1800000,11.36 kmpl
551,2016 Hyundai Creta 1.6 CRDi SX,850000,19.67 kmpl
552,2018 Maruti Vitara Brezza VDi,750000,24.3 kmpl
553,2018 Hyundai i20 1.2 Spotz,570000,18.6 kmpl
554,2018 Hyundai Grand i10 1.2 Kappa Sportz BSIV,580000,18.9 kmpl
555,2016 Honda Jazz 1.2 VX i VTEC,484999,18.7 kmpl
556,2017 Honda BR-V i-VTEC S MT,700000,15.4 kmpl
557,2012 Hyundai Verna S,415000,17.7 kmpl
558,2015 Nissan Micra XV CVT,325000,19.34 kmpl
559,2018 Ford Figo Aspire 1.2 Ti-VCT Trend,550000,18.16 kmpl
560,2017 Hyundai EON Sportz,300000,21.1 kmpl
561,2018 Datsun RediGO T Option,217000,22.7 kmpl
562,2018 Ford Freestyle Titanium Petrol BSIV,700000,19.0 kmpl
563,2019 Hyundai Santro Sportz AMT BSIV,466000,20.3 kmpl
564,2014 Ford EcoSport 1.5 Diesel Trend BSIV,484999,23.0 kmpl
565,2018 Nissan Sunny XL D,670000,22.71 kmpl
566,2018 Hyundai Grand i10 1.2 Kappa Sportz BSIV,500000,18.9 kmpl
567,2016 Maruti SX4 S Cross 2015-2017 DDiS 200 Zeta,675000,23.65 kmpl
568,2011 Hyundai i20 1.4 CRDi Asta,220000,23.0 kmpl
569,2017 Jeep Compass 2.0 Limited,1650000,17.1 kmpl
570,2013 Maruti Ertiga ZDI,630000,20.77 kmpl
571,2010 Tata Manza Aura Quadrajet,250000,18.8 kmpl
572,2004 Maruti Wagon R LXI,120000,18.9 kmpl
573,2015 Skoda Rapid 1.5 TDI Elegance,300000,21.14 kmpl
574,2013 Hyundai Verna 1.6 CRDi EX AT,525000,22.32 kmpl
575,2011 Maruti Alto K10 LXI,204999,
576,2011 Maruti Alto K10 LXI,204999,
577,2016 Mahindra Scorpio 1.99 S10,1100000,15.4 kmpl
578,2012 Renault Duster 110PS Diesel RxZ,480000,19.01 kmpl
579,2014 Mahindra XUV500 W4,605000,15.1 kmpl
580,2016 Maruti Alto 800 LXI Optional,250000,24.7 kmpl
581,2013 Ford Figo Diesel Celebration Edition,245000,20.0 kmpl
582,2012 Hyundai i10 Magna 1.2 iTech SE,210000,20.36 kmpl
583,2020 Maruti Swift Dzire VXI 1.2,730000,21.21 kmpl
584,2012 Mahindra Bolero 2011-2019 SLX,500000,15.96 kmpl
585,2015 Maruti Wagon R VXI Optional,400000,20.51 kmpl
586,2015 Hyundai EON Magna Plus,280000,21.1 kmpl
587,2009 Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,561000,12.8 kmpl
588,2013 Mitsubishi Pajero Sport 4X4,950000,13.5 kmpl
589,2016 Chevrolet Beat Diesel LS,375000,25.44 kmpl
590,2017 Volkswagen Ameo 1.5 TDI Comfortline,700000,21.66 kmpl
591,2012 Toyota Etios VX,375000,17.6 kmpl
592,2012 Hyundai EON Era Plus,270000,21.1 kmpl
593,2016 Renault KWID RXT,300000,25.17 kmpl
594,2010 Maruti Zen Estilo VXI BSIV,225000,19.0 kmpl
595,2015 Toyota Innova 2.5 G (Diesel) 8 Seater,1350000,12.99 kmpl
596,2010 Maruti Zen Estilo LXI BSIII,200000,18.2 kmpl
597,2011 Hyundai Verna 1.6 SX,400000,22.32 kmpl
598,2013 Honda Amaze VX i-DTEC,500000,25.8 kmpl
599,2015 Maruti Swift VXI BSIV,500000,22.0 kmpl
600,2013 Toyota Fortuner 2.8 2WD MT,1500000,14.24 kmpl
601,2015 Ford Ecosport 1.5 Ti VCT MT Titanium,555000,15.8 kmpl
602,2018 Hyundai Grand i10 1.2 Kappa Magna AT,580000,18.9 kmpl
603,2011 Tata Aria Pride,337000,13.7 kmpl
604,2011 Tata Sumo CX 10 Str BSIV,175000,12.2 kmpl
605,2009 Tata Manza Aura Plus Quadrajet,180000,18.8 kmpl
606,2011 Hyundai i10 Sportz 1.1L,200000,19.81 kmpl
607,2016 Tata Indigo CS LX (TDI) BS-III,260000,19.09 kmpl
608,2016 Renault KWID 1.0 RXT Optional,350000,23.01 kmpl
609,2011 Mahindra Bolero SLX,409999,13.6 kmpl
610,2017 Mahindra TUV 300 T8,655000,18.49 kmpl
611,2015 Maruti Swift Dzire LDI,370000,26.59 kmpl
612,2013 Maruti Alto 800 LXI,200000,22.74 kmpl
613,2017 Maruti Ertiga SHVS ZDI,800000,24.52 kmpl
614,2019 Tata Tiago NRG Petrol,550000,24.0 kmpl
615,2012 Ford Figo Diesel ZXI,300000,20.0 kmpl
616,2017 Maruti Omni E MPI STD BS IV,220000,16.8 kmpl
617,2011 Maruti Wagon R LXI BS IV,196000,18.9 kmpl
618,2008 Hyundai i10 Era,135000,19.81 kmpl
619,2015 Tata Bolt Revotron XE,299000,17.57 kmpl
620,2017 Maruti Alto K10 VXI,300000,23.95 kmpl
621,2017 Maruti Ertiga SHVS VDI,720000,24.52 kmpl
622,2016 Tata Safari Storme EX,650000,14.1 kmpl
623,2016 Maruti Alto K10 VXI,300000,23.95 kmpl
624,2019 Hyundai Grand i10 1.2 CRDi Asta,750000,24.0 kmpl
625,2016 Renault KWID RXT,260000,25.17 kmpl
626,2011 Maruti Swift VDI,300000,22.9 kmpl
627,2014 Mahindra Bolero 2011-2019 SLX,600000,15.96 kmpl
628,2004 Honda Accord V6 AT,275000,9.0 kmpl
629,2015 Maruti Alto K10 VXI,250000,23.95 kmpl
630,2014 Maruti Swift Dzire VDI,420000,23.4 kmpl
631,2015 Hyundai EON Era Plus,235000,21.1 kmpl
632,2016 Mahindra Scorpio S10 7 Seater,1100000,15.4 kmpl
633,2019 Maruti Alto K10 VXI,360000,23.95 kmpl
634,2014 Hyundai Grand i10 CRDi Asta,380000,24.0 kmpl
635,2016 Ford EcoSport 1.5 TDCi Titanium BSIV,650000,22.77 kmpl
636,2016 Maruti Wagon R VXI Optional,350000,20.51 kmpl
637,2017 Mahindra Bolero 2011-2019 DI - AC BS III,700000,15.96 kmpl
638,2010 Hyundai i20 Asta (o) 1.4 CRDi (Diesel),270000,23.0 kmpl
639,2017 Tata Bolt Quadrajet XE,450000,22.95 kmpl
640,2016 Mahindra Thar CRDe,630000,16.55 kmpl
641,2010 Mahindra Xylo E4 BS IV,229999,14.0 kmpl
642,2010 Mahindra Xylo E4 BS IV,229999,14.0 kmpl
643,2011 Maruti Wagon R VXI BS IV,270000,18.9 kmpl
644,2009 Tata Indica Vista Aura Safire Anniversary Edition,135000,0.0 kmpl
645,2012 Maruti Wagon R VXI BS IV,275000,18.9 kmpl
646,2017 Jaguar XE 2016-2019 2.0L Diesel Prestige,2625000,13.6 kmpl
647,2019 Lexus ES 300h,5150000,22.37 kmpl
648,2017 Jaguar XF 2.0 Diesel Portfolio,3200000,19.33 kmpl
649,2015 Tata Safari Storme EX,503000,14.1 kmpl
650,2019 Volvo XC40 D4 Inscription BSIV,3800000,18.0 kmpl
651,2016 Toyota Camry 2.5 Hybrid,2000000,19.16 kmpl
652,2013 Maruti Wagon R LXI,225000,21.79 kmpl
653,2018 Maruti Baleno Alpha 1.3,740000,27.39 kmpl
654,2016 Honda Jazz VX,550000,18.2 kmpl
655,2013 Toyota Innova 2.5 VX (Diesel) 7 Seater,750000,12.99 kmpl
656,2019 Maruti Swift AMT VVT VXI,650000,22.0 kmpl
657,2017 Toyota Etios VX,625000,16.78 kmpl
658,2018 Maruti Swift AMT ZXI,600000,22.0 kmpl
659,2017 Hyundai Grand i10 1.2 CRDi Sportz,450000,24.0 kmpl
660,2019 BMW X4 M Sport X xDrive20d,5400000,16.78 kmpl
661,2019 BMW X4 M Sport X xDrive20d,5500000,16.78 kmpl
662,2019 Honda Amaze V CVT Petrol BSIV,779000,19.0 kmpl
663,2016 Skoda Rapid 1.6 MPI AT Elegance,645000,14.3 kmpl
664,2018 Volvo V40 D3 R-Design,2475000,16.8 kmpl
665,2015 Mahindra TUV 300 T8,634000,18.49 kmpl
666,2012 Maruti A-Star Zxi,235000,19.0 kmpl
667,2008 Hyundai i10 Asta,275000,20.36 kmpl
668,2014 Mahindra Thar CRDe AC,700000,16.55 kmpl
669,2013 Fiat Grande Punto Sport 90BHP,400000,20.3 kmpl
670,2012 Maruti Alto LXi,215000,19.7 kmpl
671,2009 Hyundai Getz 1.5 CRDi GVS,150000,17.1 kmpl
672,2018 Maruti S-Cross 2017-2020 Zeta DDiS 200 SH,950000,25.1 kmpl
673,2015 Mahindra TUV 300 T8,730000,18.49 kmpl
674,2012 Tata Indica V2 Turbomax DLS BS IV,135000,19.0 kmpl
675,2016 Hyundai Xcent 1.2 Kappa Base,350000,19.1 kmpl
676,2018 Mahindra KUV 100 G80 K6 Plus,535000,18.15 kmpl
677,2018 Maruti Swift Dzire Tour S CNG,455000,19.0 kmpl
678,2019 Maruti Swift Dzire VXI 1.2,655000,21.21 kmpl
679,2019 Ford EcoSport 1.5 Diesel Titanium BSIV,800000,23.0 kmpl
680,2018 Toyota Yaris V CVT BSIV,1100000,17.8 kmpl
681,2016 Mercedes-Benz E-Class E250 CDI Avantgarde,3000000,13.0 kmpl
682,2012 Toyota Fortuner 4x2 4 Speed AT,1225000,11.5 kmpl
683,2018 Mahindra KUV 100 G80 K2,340000,18.15 kmpl
684,2011 Volkswagen Vento Diesel Highline,300000,20.54 kmpl
685,2016 Ford Figo 1.2P Titanium Opt MT,370000,18.16 kmpl
686,2013 Mahindra Bolero 2011-2019 SLE,330000,15.96 kmpl
687,2014 Hyundai Santro Xing GLS,238000,17.92 kmpl
688,2006 Hyundai Santro Xing XG,72000,
689,2013 Hyundai Santro Xing GLS,200000,17.92 kmpl
690,2014 Nissan Sunny Diesel XV,320000,22.71 kmpl
691,2009 Hyundai Santro Xing GL Plus,114999,17.92 kmpl
692,2015 Maruti Wagon R LXI BS IV,320000,20.51 kmpl
693,2010 Hyundai i10 Era,210000,19.81 kmpl
694,2011 Mahindra Xylo D2 BS IV,200000,14.0 kmpl
695,2009 Maruti Wagon R LXI Minor,135000,18.9 kmpl
696,2015 Tata Indigo CS LS (TDI) BS-III,350000,19.09 kmpl
697,2014 Mahindra Bolero 2011-2019 DI BSIII,350000,13.6 kmpl
698,2017 Maruti Swift Dzire VDI,680000,28.4 kmpl
699,2010 Maruti Swift Vdi BSIII,200000,17.8 kmpl
700,2016 Renault KWID 1.0 RXT Optional,300000,23.01 kmpl
701,2011 Mahindra Xylo E6,270000,14.0 kmpl
702,2012 Maruti Wagon R LXI BSIII,225000,18.9 kmpl
703,2008 Mahindra Bolero DI DX 8 Seater,250000,13.6 kmpl
704,2015 Mahindra TUV 300 T8,590000,18.49 kmpl
705,2015 Hyundai EON Era Plus,290000,21.1 kmpl
706,2010 Maruti Zen Estilo LXI BS IV,100000,19.0 kmpl
707,2016 Maruti Celerio VXI,395000,23.1 kmpl
708,2014 Hyundai EON Era Plus,195000,21.1 kmpl
709,2011 Tata Nano Cx,45000,26.0 kmpl
710,2009 Mahindra Bolero DI DX 8 Seater,270000,13.6 kmpl
711,2014 Chevrolet Tavera Neo 3 LT 9 Seats BSIII,600000,13.58 kmpl
712,2015 Hyundai i20 Asta 1.4 CRDi,715000,22.54 kmpl
713,2019 Hyundai Elite i20 Magna Plus BSIV,600000,18.6 kmpl
714,2019 Mahindra TUV 300 T6 Plus,875000,18.49 kmpl
715,2011 Mahindra Scorpio M2DI,420000,13.5 kmpl
716,2007 Honda CR-V 2.4 4WD AT,325000,10.1 kmpl
717,2017 Datsun GO Anniversary Edition,385000,20.63 kmpl
718,2016 Mahindra KUV 100 mFALCON G80 K2,300000,18.15 kmpl
719,2012 Hyundai i20 Sportz 1.4 CRDi,335000,21.9 kmpl
720,2014 Maruti Celerio LXI,300000,23.1 kmpl
721,2004 Hyundai Accent GLE,80000,13.2 kmpl
722,2012 Mahindra Bolero 2011-2019 SLE,400000,15.96 kmpl
723,2012 Tata Indigo CS LS (TDI) BS III,168000,19.09 kmpl
724,2016 Mahindra Bolero 2011-2019 Plus AC,550000,15.96 kmpl
725,2012 Toyota Etios GD,300000,
726,2011 Mahindra Bolero PLUS AC BSIII,320000,13.6 kmpl
727,2011 Mahindra Bolero 2011-2019 Plus - AC BSIII,320000,15.96 kmpl
728,2011 Nissan Sunny XE,350000,16.95 kmpl
729,2013 Tata Manza Club Class Quadrajet90 VX,280000,21.02 kmpl
730,2017 Hyundai Xcent 1.1 CRDi SX Option,550000,24.4 kmpl
731,2018 Hyundai Xcent 1.2 VTVT E Plus,500000,20.14 kmpl
732,2019 Ford Freestyle Titanium Plus Petrol BSIV,700000,19.0 kmpl
733,2013 Skoda Rapid Ultima 1.6 TDI Elegance,380000,20.5 kmpl
734,2012 Mahindra Bolero 2011-2019 Plus - AC BSIII,340000,15.96 kmpl
735,2007 Mahindra Bolero 2011-2019 Plus-AC Plus PS BSIII,160000,13.6 kmpl
736,2014 Toyota Innova 2.5 G (Diesel) 7 Seater,750000,12.99 kmpl
737,2018 Hyundai Grand i10 1.2 Kappa Magna AT,531000,18.9 kmpl
738,2017 Renault KWID 1.0 RXT Optional,300000,23.01 kmpl
739,2014 Volkswagen Polo 1.5 TDI Comfortline,350000,20.14 kmpl
740,2010 Chevrolet Beat LT,150000,18.6 kmpl
741,2015 Maruti Swift VXI Optional,450000,20.4 kmpl
742,2017 Mahindra XUV500 W10 2WD,1625000,16.0 kmpl
743,2006 Maruti Swift 1.3 VXi,140000,
744,2004 Mahindra Bolero GLX,250000,
745,2006 Tata Indica V2 DLX TC,85000,16.8 kmpl
746,2018 Hyundai Grand i10 1.2 Kappa Magna BSIV,450000,18.9 kmpl
747,2011 Maruti Zen Estilo VXI BSIV W ABS,170000,
748,2017 Tata Tiago 1.05 Revotorq XM,360000,27.28 kmpl
749,2020 Maruti Alto K10 VXI,390000,23.95 kmpl
750,2011 Maruti Eeco 7 Seater Standard BSIV,145000,15.37 kmpl
751,2012 Mahindra Scorpio VLX 2WD AIRBAG SE BSIV,540000,12.05 kmpl
752,2008 Toyota Innova 2.5 E Diesel MS 8-seater,290000,12.8 kmpl
753,2013 Tata Indigo eCS VX BSIV,300000,25.0 kmpl
754,2017 Ford Figo Aspire 1.2 Ti-VCT Titanium,565000,18.16 kmpl
755,2011 Mahindra Scorpio 2.6 CRDe SLE,441000,10.5 kmpl
756,2003 Hyundai Santro Xing XP,50000,
757,2011 Hyundai EON Era Plus,180000,21.1 kmpl
758,2013 Hyundai EON D Lite,200000,21.1 kmpl
759,2005 Maruti Alto LX,85000,19.7 kmpl
760,2006 Tata Indica V2 DL BSIII,67500,17.88 kmpl
761,2016 Maruti Vitara Brezza ZDi Plus Dual Tone,700000,24.3 kmpl
762,2010 Volkswagen Polo Diesel Highline 1.2L,275000,22.07 kmpl
763,2019 Hyundai Grand i10 1.2 Kappa Sportz BSIV,600000,18.9 kmpl
764,2011 Mahindra Xylo D2,250000,13.0 kmpl
765,2016 Mahindra Bolero 2011-2019 DI - AC BS III,600000,15.96 kmpl
766,2010 Fiat Linea 1.3 Active,200000,20.4 kmpl
767,2015 Hyundai Grand i10 CRDi Sportz,425000,24.0 kmpl
768,2012 Maruti Swift Dzire VDi,420000,19.3 kmpl
769,2012 Hyundai i20 1.4 CRDi Era,321000,23.0 kmpl
770,2012 Mahindra Xylo D4 BSIV,350000,14.0 kmpl
771,2017 Honda Amaze i-VTEC Privilege Edition,490000,17.8 kmpl
772,2015 Mahindra Scorpio S2 7 Seater,680000,15.4 kmpl
773,2016 Maruti Alto K10 VXI,298000,23.95 kmpl
774,1999 Hyundai Santro GLS I - Euro I,80000,
775,2011 Mahindra Scorpio M2DI,450000,13.5 kmpl
776,2010 Skoda Superb 1.8 TSI,400000,
777,2012 Tata Indica Vista Quadrajet ZX,250000,22.3 kmpl
778,2013 Ford Endeavour Hurricane Limited Edition,1075000,12.8 kmpl
779,2017 Hyundai Grand i10 Sportz,500000,18.9 kmpl
780,2019 Ford Freestyle Trend Petrol BSIV,681000,19.0 kmpl
781,2014 Mahindra XUV500 W8 2WD,650000,15.1 kmpl
782,2008 Chevrolet Aveo U-VA 1.2 LS,80000,15.26 kmpl
783,2009 Mahindra Bolero SLX 2WD BSIII,290000,13.6 kmpl
784,2006 Mahindra Scorpio 2.6 SPORTZ CRDe,220000,10.5 kmpl
785,2009 Hyundai Santro Xing GL,120000,0.0 kmpl
786,2017 Datsun RediGO Sport,229999,22.7 kmpl
787,2003 Mahindra Bolero ZLX BSIII,150000,13.6 kmpl
788,2014 Maruti Swift Dzire VXI,500000,19.1 kmpl
789,2013 Tata Indigo CS LS (TDI) BS III,175000,19.09 kmpl
790,2019 Ford Freestyle Titanium Petrol BSIV,720000,19.0 kmpl
791,2012 Maruti 800 AC,100000,16.1 kmpl
792,2009 Honda Civic 1.8 V AT,250000,12.9 kmpl
793,2014 Mahindra XUV500 W6 2WD,810000,15.1 kmpl
794,2010 Maruti Alto LXi,165000,19.7 kmpl
795,2016 Chevrolet Tavera Neo 3 LS 10 Str,409999,12.2 kmpl
796,2013 Maruti Swift VDI,430000,22.9 kmpl
797,2015 Datsun GO Plus D1,300000,20.62 kmpl
798,2011 Maruti Swift Dzire VDi,350000,19.3 kmpl
799,2018 Renault KWID 1.0 RXT Optional,400000,23.01 kmpl
800,2016 Chevrolet Enjoy 1.3 TCDi LS 7,420000,18.2 kmpl
801,2015 Maruti Wagon R VXI BS IV,430000,20.51 kmpl
802,2017 Maruti Swift VXI Optional,573000,20.4 kmpl
803,2015 Hyundai EON D Lite Plus,210000,21.1 kmpl
804,2015 Renault Duster 110PS Diesel RxZ,600000,19.01 kmpl
805,2008 Honda City 2017-2020 GXi,150000,17.7 kmpl
806,2019 Tata Tigor 1.2 Revotron XT,550000,20.3 kmpl
807,2011 Maruti Swift Dzire ZDi,320000,19.3 kmpl
808,2000 Maruti 800 AC,80000,16.1 kmpl
809,2019 Honda Amaze VX Diesel BSIV,800000,27.4 kmpl
810,2013 Maruti Ertiga ZXI,500000,16.02 kmpl
811,2011 Tata Manza Aura Quadrajet,229999,18.8 kmpl
812,2013 Maruti Ertiga ZXI,500000,16.02 kmpl
813,2015 Hyundai i20 Asta 1.2,630000,18.6 kmpl
814,2016 Maruti Omni E MPI STD BS IV,190000,16.8 kmpl
